match_id,puuid,placement,level,last_round
NA1_5434836637,5WLpm7R4ldJn2m4HQHDNQNKYhaf45DDdteF8QNQT3Wh_Vl6Jfesm5Kr488bLAhpA1WKrt7AIeg9H-g,4,9,34
NA1_5434836637,r2_r15UW3ZC2JrqT34fkD8_DDcrvKaEYmDUTHLs6f4XcwFSdzh4wTSBbPqN3fXS36ql79NrtLxRIeg,8,7,27
NA1_5434836637,d10O7Hjj4OmoB1JaDmuPz-l_gA8y6p5Syr9cOMsr5Dc0Cm-SQnNNBqZccF95d3T6-VXUby_Pied6EQ,6,8,28
NA1_5433987882,6c96Jxy3mSQjc6uzISK_AnzHIA_YN5aCeAoatLvVL1SJPpT8mfaB9_cZhp7V7bJpBuGIXcsElTJdaA,7,9,24
NA1_5433987882,gXAR7FTH9YEDEPJjAcUkHyzwA6FqpouexHLQ92SYtJrio1gP3YGWnS2kXen8GWdgfyI4sPA-JZf80A,4,9,30
NA1_5433987882,1Wh-WDrtJPEbogLGfEDws0yDfwvWFPt5Q8c8qvEnee-iXUj3ujLvrE_oScwQiTmml5Eqd4ON2mIDng,2,8,31
NA1_5433987882,m7AusFXC54fqqQ6gr90YNw7G4CG1lS8BeA6i3V_Uy-wi3eWqAbQPvMNhiQETMXyRhVkhEZ4BVN5Tlw,5,9,28
NA1_5433987882,zLCkJ5gYz2OVtiKj1UoxD_oacPpq5otqtuSotNTRcKGA634AZPRMOf8gjloQkWX2lzuCtdUhQxqMig,8,5,12
NA1_5433987882,ZDg9ukfbSieL8Q_F7RSHnzXVeGkmv38y25AuugU4jf88g3GCuLNqSBV8wH3jqfy1_hg997j6lXqX1A,1,9,31
NA1_5433987882,UoJ0k7EuusV2jKcifquSmrgJ-hIkzkic26h2ReudRr-h7eRsIU14JJwUzDbiDMa1kWT8lu9m_6ksSQ,3,9,30
NA1_5433987882,7ZlOmljKtxF5kl-zWvPpuIB7Kqwtuxh19in99J6Bx5inRZxRaejk9V7hbbRhTVqqVeX_7eDKzlqg-w,6,9,26
NA1_5433204711,XZzo-HeP9bxzLNeqIHVFMKgnj0rtrFQ7wlnjdrHJ3U2Tlk9mA1ue96yMilUJE6VppBzHibgXbc3hyw,6,9,33
NA1_5433204711,nxpT9zKYTNfVMKw3CKRF98uDJSEV0LfuTyq69Ta8aTtKJAQ6W9cBUlo29OmNxXtex04bHFeC5ARVQQ,7,8,27
NA1_5433204711,1rbCrk74CHaSoqGUE276xKcbgV0J516vhf71q9LG1U7oA80jJYfi7vOXvL8RaYhfhMfYwAoiSD1TUA,8,9,26
NA1_5433204711,w91qEKjFuD4zAvvjnT9hWNofU0nO3fFUFYsYBhAYqN5Ir7cEFX2VMM_RVdL4kwZGx7ZNbOALVl_-1w,5,9,33
NA1_5433204711,XwDMquuHA3w6xH8eSN4ToJHrlugZ3-k7LTJYkj2EclrAbmFJVCRq6pRiOIfrizpT2PQgo5Gwk4XZEA,1,9,37
NA1_5433204711,I5H3WK5WLeV7d0PtJ4QM0jqqgVFH9IzLXL8Gv5nvShU8PWQxOOWAmxxds4jYODiIfYY0Nj8Ql2qaQg,3,9,35
NA1_5433204711,xy6VEL_0Gsv0jF0yKhHn9ELYTR9eG48B_moiPggc_x3q4xEIp5IcwLmh9_sTcZCeGMspxU9jp-8oCw,4,8,34
NA1_5433204711,oex6XXNheAiTO3FMwXf02OvscaWzeKF3gsuZyLCTjvxfDus1W_g4215-Y_E1Ze9ytMr3sO0M3lfibQ,2,9,37
NA1_5435365601,l4yh1O5OF7-k6HE2Y-8ofdyZu_6NB-EDVWbzar6nU0-N4k_kX1iiKDSR9V8qwvGpbkVtTS4wYQh-Xg,3,9,37
NA1_5435365601,Fs8U3adE8x1hwcLJisJycqX197fjgjBSHNcQ1hnsmtetnY8uzXNU_xht9MUtQPaAx0y1Lp8EqCgnog,2,10,40
NA1_5435365601,5hGq-TQ62Lhe-mj2RzB_tCm5aEYIRP0tvlo_NFh_InmU7p5FCUTFZCu9_UaBqu59DECJBdHL8YWLxw,1,10,40
NA1_5435365601,owtpwyGqrGdB6OClkyh0sy0qN743ERETo5Mk7N_eknVZAYCTkYOeZmZpFLHN6EUR2aIzk2ysayvVfw,8,9,27
NA1_5435365601,8eFHbMx-sXZ9Ln2YCH83KdC1CPidLzdyWQzQycA9zqM7anvcPWZN3v_5Y98E8bVpr7tgQ6DcvedSRQ,5,8,31
NA1_5435365601,EdNUzkCzmdBIU5MjbnFmY1pzyHU83DjLs3rUHic3onJtb0Jbfkue79ByjiMPO6E0WCqo-QUQtXFzNA,4,8,33
NA1_5435365601,Jzf5NcTr6TEYY1qemFTL4nVkAtO0zOQ4tw79HwB-cQjjIttkcagxtg5YOuQSLKK2niZNXcPEMvVLdw,6,8,30
NA1_5435365601,0u1B5MI_PMQDYIVvQ2F-WniUNWmBDiA6fwTG65n8hyVD9qIlo_IcDD7uLJs-4dlBmp-Lr8STKZssrg,7,8,28
NA1_5433107646,3xlMBswKSj5hwmwHWG86bc_Nk-AetW8OKWu0LvoxcNnKAvdmkFZewohmJLGOZehdM8G92nXYd1PG8g,1,10,40
NA1_5433107646,1VlU3n5wOT5GyaZ6-UlZf7Wn5LT9t_xKw6oGea8hr6CDyQD5QoeVzMmQhdFM5uWWNaLrK__1GVjcEw,7,8,26
NA1_5433107646,VLa05wa4givKWjrhhmuYuPswyDFunYFWII7siHa9iWsQ6HYuiXFH29hk_HADZI2CWJsd027RHk1v2w,8,7,24
NA1_5433107646,Xl1pTUrpkq-YynZNIMvbRAAgOdfyMiOQ8wdkjbxiScn-xuf3kdazgfCvSVFduzZYqcPxUjLQiYw8sA,6,9,28
NA1_5433107646,vfBehoTN6h87Up1YoS7ii0y_O6ATCt4Z9MCrxl30WAEGYg-4rFzvE5QrDysOV1dmIl_Ju9fHNisB4g,3,9,34
NA1_5433107646,BFTXySp8BiKphq6nBlrsDCmGzUh6IchL1MBjJqXUF7_XQVznCxBfsFbSTsi4jMDsWp37-Q57uF8A_Q,4,8,33
NA1_5433107646,M-BJj3A6mtTVS_N9NKcCuzOEcSYw8MSLzdtvYQkNN4RJIlPHx7GnajczlU4EtFezF7Ei9atSyWRSlw,5,7,30
NA1_5433107646,ABmpvsmgVmEQqmYXaQg66hJTLRyotrHAxHY3n558U2W0bvOhXhgRTI7Gk-b4rxqT17SP5tr900UtXQ,2,9,40
NA1_5434233486,WPApQ0C40zZBJc7Gw-xgKbJaYGMH8kE1JuyIEUb9YIGFRVXCU7wV0kMS1e2saUBRr8LVFy0KVRf4zw,6,8,28
NA1_5434233486,97_PWX_sUxP_jfjyJzT4iWzdicYqEXQL6xZMBwGQIFGiOFoK8JuqOHY9sp_kD_cAFDks3oyO3s4XhQ,1,9,34
NA1_5434233486,3B-RoHGcuL8n-AjUItwcbCFacWIZPB16TmRincwadrmdahk9D4CGkUJ6L0hMNdIBwAT1P89pwTJuUw,4,9,31
NA1_5434233486,F6wX87QF13EN2IoTnrwD_Y74ndchXzFHiwdmkY8X-VckmpHIU57lBC8y2Aiqot9fL2nJMqPbYzUBJw,5,9,31
NA1_5434233486,t4EVjQYURk1GRjFaqAj0jXemn9Xdb8unwWueGR1Pm9XZM5Ev1yJcTQIug0JYnmXFK-5zLGYNIqVLmg,7,9,27
NA1_5434233486,HX0ZNFFSNvUigx7LvPmKL3CNdEblTV2zT1F4kIsfVwpfuaUQJPk8SyO_1g675IfxxcYLI5HgKm4Ldg,3,9,31
NA1_5434233486,UojFGJ_phUmWS9m8So6LHPL-RL_9aSpvrs-PuzMp_hWjeXyOM2h9O95us4nY5X8Z0R7hd1ODl7pKzA,8,8,27
NA1_5434233486,dn33FCsKPU1h7Hrd0SlBFVd7m2atoyBsYrdJ-8uBKIOAWjZtsX36GsR3fo563Jiu2r3brCgzgnvSmg,2,10,34
NA1_5434176866,kyyzyPx-mbkya0QxEpAFsLBML8CZllSMrrZtE-xKhshet3kNsi52-g7ungTbO7aEKzLzTXKygUNVDA,1,10,40
NA1_5434176866,KnVp1ZslVeMAN63-jHQ1IeETnwBsI1-422hxXmS5ziaUlnz7u0HcWkJOjTn0_k5ZwJgjfPXbxnp8Ng,8,9,24
NA1_5434176866,7ylt04Vn2d9l1UAOFh2VStfzQhLYl9w9n8sXiKUPiwZWz4cdnpGQE0j2bFjFQMwafqFZbzQGLU1ZFg,5,8,30
NA1_5434176866,8lqBEYLur5gzDJB1CsFykKycyVoF8aZYQI-i14FQp6teJLl3eKQTHV_9L80M1l78WS4zRkX7VsluHA,4,8,33
NA1_5434176866,amd3qlkNzJm2pt6LpKeS19uEDgJrH8nYWxOWxvrkbsXO1oFHvYcSFF4pbxRwfRZgo2iyi-HF7WcfWw,2,9,40
NA1_5434176866,Vpi4zBX31i4Y4NIHxuANVS9m-qBffOPw0J-7Yl_53zaXNpXhpEu3tBiTlTsfWnifLETwCupaeHJOnA,6,9,28
NA1_5434176866,7p3GvJKKCpmVgZTXqSUk4JyTfa47kHseLQFmip9U4PyZzo3eYOf_9N2sABIzpUTlTi8PkogNxgfZTw,7,8,28
NA1_5434176866,2qalan8hZZeUNN1kU55_ipKg2Q1lsNyWilFA3-VUtf5ZW5GkUKvaaChNQBv3rldg7zymAYfsaVmGsw,3,9,34
NA1_5434238675,VARWOl1Z4yqoEI3MXt3uPfrC41dTIzp7Jv1xk-oRCvsPTUN1fP4dcr7xsp0Y0zP9deHEcgLvphmr1Q,3,10,38
NA1_5434238675,4OI0G8qrVZ_F3CATP1cXL_HnnjKcdND9fIObXi_L2iWzqPQp7tlf4OG0CFDASHVe8R3LmhE8Du3jmQ,6,9,33
NA1_5434238675,sk9Tmi2CqxaSG9Y282pWpR57clPPXGLlovFyHf9aqDUKRoFWM1Dth_CZrIYmQY2LYBMBwP7zrgQfOQ,2,9,38
NA1_5434238675,2Oy_P4jaBSPyjR8YBR-KX-bfowdwqqky7FwN0MM6feDn4l5SFr-qEGpQwQwwZK6wKYCLopEsFrclAQ,1,10,38
NA1_5434238675,5FAeBmyWSCq_MJe3xnvpKVpD-2d_ZIJm4cRJmYKhjRdSWJEyvebuldIblDzjaBSnFKNPlQbJ2609WQ,7,9,28
NA1_5434238675,X45hxML_MTZtKWqJUK5hUgrPHfIshtzSNhkiNVeVwqN3dp7q94HAc0X85EnYvvKNRAOXkew6Bhe32A,5,9,34
NA1_5434238675,NUYhnEB5AqMtS1p0ifm0HJq0DjjPv1vhKQahb_LYyMT8r12ZNGe1fHkdi7S-5DwfcswWs9Em9aOkWw,4,10,35
NA1_5434238675,gGLyxjNEh39dHXP2kE_ROTP-IhDOXnE_5ShVa2SrlHaW8xyk1nARpfGQ9MCab6CXthqHgAXsMtTU5g,8,8,24
NA1_5432410131,Tu_PiW47rZqBZlmuN51Db6n8hA86yvfqJ_0w5T0jKr9jZ5pr0dA6U8h-_Zhk5bsazCbnlWGU7kPcFw,7,9,26
NA1_5432410131,TQ25HkYzgl_x_hQW3pe4RRR4eP-EaJs6J4fCF70p8XToar8jtckuP2O2Dm1WPABmAo4_JvZr-juVyw,6,9,31
NA1_5432410131,QqxUt6naJc2EJopt7LgKP0FmjJVh1TfkV8WV8pXo08DQcj6Rt8nU9mvGqarrgvMioC081FcvYdv6Jg,4,9,31
NA1_5432410131,jT-QQgHSnCP6gIXcu_OvK-ZqHw0ltCM6OGq_CsmUzy4K_PvjyUz5fL1gNAoTSt-ceQ0MlloHOjUxEA,1,10,37
NA1_5432410131,0IxkkPFN9f92rAItS4djU1BxuAebASaS7sZnWUaL2JFu5iKybqAt0uhPDdZi5UQe3q0gVYQBWOZlHQ,5,9,31
NA1_5432410131,m73JeoMYHOJxAEs0lFw93ovGsJNg9oE2WeonjbaTkoW9gCSrPUCk5JMtCwqHWzw-uNFQVqtafrYtpg,2,10,37
NA1_5432410131,IR7K5PK1-2zSy2KCyypHh8_6N51HkWbTQUWVFeFIHUpMnxg3IL1ww9XID1nt_xMlKM7y76YFusDJLw,3,9,35
NA1_5432410131,wp0I-Gp73k9kSPDWYM-cGPXJNH_VJv6ndeyUh5RPSeevc6aBjFv3I17UvhvKGm5vutWOo7pJ6tn2vQ,8,8,24
NA1_5433533961,yc1aAVYq25M6ry3bkEJqYNUQTQLI0nby5wvj4a8XK_MfbJhdWe15Rz9tXSD5M5Pi8vYHxWcjQbXojw,8,8,21
NA1_5433533961,amg2Mo4Axh6ikSojor5-9Mzr0dO2713uLM6LCnqQkrvmiTn-wN-ePoDgDsO-04KQYckp45Aurx4r0A,6,9,30
NA1_5433533961,RSbiQYQSjMygPJuA04djC_7PLMbhj_eQvw4mX0zMOsaGYcyiMQ51n7lqL116-S3YrYA9CM2-7Y-Ifw,7,6,27
NA1_5433533961,nFw_xB6NlSZ8Rqu_ksUcvB9AoBVIpPHNr9FE1V1g2lRcmPFw274fqqtKrkLTEBA0iYRng5BRlw8OHA,2,10,38
NA1_5433533961,jT-QQgHSnCP6gIXcu_OvK-ZqHw0ltCM6OGq_CsmUzy4K_PvjyUz5fL1gNAoTSt-ceQ0MlloHOjUxEA,3,9,34
NA1_5433533961,8t8D_vWLL432sPdqxyDb_zQnsJXkglkxWzxda3k8FMkW9IX29CP_FtO3nypAKJRRvurCWwlHbAsnLw,1,9,38
NA1_5433533961,uOMjWQn5zLCbklgutPh1W9plSATmNc8NaEacZntv5uS5gEKkhggIZZK4PX0HrHMMZJkfnclN_-xE9Q,4,9,34
NA1_5433533961,iEZLVXg3haZlvFQ9mD1gzXr8LFtuYkhoyk7eGVwcP__RepdfSU-VEUYHBcEdclzBmq6tksRerwWY5w,5,9,33
NA1_5433283643,7o0J0n3NXGCUKHdEddemDKBq_cSJ289TA1-uyPftbfdGLkS9lsPjEMb9g0BhvGvC_F7AzRqsyMtTDw,7,9,28
NA1_5433283643,ZP5-0AzhBRCtJMJdOTwgicKTauMbJSPDlL9bO9Ez02MKIe-vi_gd-4bioSr-JHLtRUUWj7itLU0V1Q,1,9,37
NA1_5433283643,DAfEmsEGWIGWNGbQ_wfBShtjnuwg2ZzL4n92wq_wTFZ7mWh0vGfWJMuxdICCJx6n6kMeBwf01SRibg,3,10,34
NA1_5433283643,EqKzhtw5zHrVb2kq_A7jduSbTdG4rZEKuT20iNTjZ9eUGeznyqIupQdlVd4q1Q4efevClhBmIQZeIw,6,9,30
NA1_5433283643,NNusevp0U0BH1sWXXmyJmtx3u4z-tMsfcPBEVPhsNSrvx-Yq0H7XDgAcr8IlP0PNKbArbzIzJcDPTQ,5,9,30
NA1_5433283643,D5NgiML3i-cAth8vvV8Vw6yOZBFzZJ6P1LBCViVvE_CGEBW5pU-fiUJeIkM1h5mGYnt5rGh94YragQ,2,9,37
NA1_5433283643,HxBVWsoU25JMPj89b_mqXtHTXmjC-yEpsNw7tF8GONTcSZjMk2QpM_bNoZE58prE31Zd3-QU_snqXA,4,9,31
NA1_5433283643,DxvvY-DpN80XsSW8WS4a3xz9PrSefaganXCQweemnu5Wgt04gA-ARQ0eZDUhbRVC8vn9Y4Ann2Q8Mw,8,8,24
NA1_5434612366,NdI1Zz7K2UWybm2c1mg00090bn3KK9NgplY9l6YpaeFKZMMx7xQn0mCF0-XWiOAC55Mc286RModTuA,5,9,28
NA1_5434612366,NgQsH1Xd2_ZlVTOHq4SL8yEVdH5evTzj6cM_nXD_3xnAo_jSdid0w7JEZFGaYJQMCdcluZRHd2ih7g,3,7,31
NA1_5434612366,xtWtOOMfercpvfq2Ke_XqdJq1JQ2J73tGjhIL5nUmP6SzEsU1iFZcPiQYEnDhVbi8zoyLi6C9UlTlg,4,9,30
NA1_5434612366,CVhmAugPVr8ksIPz3HSx5FifFOu23xmRDJJ-8xujE4El4i0bFEl-ZbClMdZMj5b3QpXlP8O1MJGwmA,6,9,27
NA1_5434612366,i5MHAVvrBlVtESxG0aC5lB4Rzqix40AnvDhuMFu1TYjF1_KnxaU0yI2_QOM6qtzGoJYuK3freWOSpA,2,10,34
NA1_5434612366,7KSOm57paYsdROTAQ2JVyMgoZGgT84u3o403nYGu9bQIOZnYjHZnxoyovhi51VZXDnEGKIyeAPHxJQ,8,9,24
NA1_5434612366,Tu_PiW47rZqBZlmuN51Db6n8hA86yvfqJ_0w5T0jKr9jZ5pr0dA6U8h-_Zhk5bsazCbnlWGU7kPcFw,7,9,26
NA1_5434612366,UGRspnxbXv67_TvXWRqO-EIBe6Luk3JW_99jlbVp4GaGXxRXc_QVU92ohiumhVK7UznDaqpds32R5w,1,9,34
NA1_5435153900,RSbiQYQSjMygPJuA04djC_7PLMbhj_eQvw4mX0zMOsaGYcyiMQ51n7lqL116-S3YrYA9CM2-7Y-Ifw,1,8,38
NA1_5435153900,HxBVWsoU25JMPj89b_mqXtHTXmjC-yEpsNw7tF8GONTcSZjMk2QpM_bNoZE58prE31Zd3-QU_snqXA,4,8,33
NA1_5435153900,php2dwD1bHya9PLggoYBlZKLj9sWjGvtR5L_yEGwuYZInxzUYiE0SyhPnpaS7MqZcb2SghyrsdYLKA,2,10,38
NA1_5435153900,DQHtbw0rjE98qj6ndJHZF682vrH3sXzPqJXfmRphOJT8byvDxoG0bCCOBvdx1jByVOs_aWVnh-rMmA,5,9,33
NA1_5435153900,9rrM-o2VUpngPjTau3cDiDNQ_l31QB_-Po0negxgN9aR4HIycN5woTNoJu8EiXaznTjPGysUCpN_Cg,6,8,28
NA1_5435153900,LAx0Rg1498bEAmcEFaQ0kkSZydoI-X6z8HsKexvrC73zGHT33PWGztQGUgWTD3yBF9uzcM06_VmcgQ,7,9,28
NA1_5435153900,nND_Ixd5fuAki0ZpikzYfFB0GHX4mKA0CnLipNFqp5euiuqmVDpriSBoOv6Rgu50sxXbkSRc32Y4GQ,3,9,35
NA1_5435153900,cLx_iEeiSPou806Gjra1NgJcU1n0RlZGpLlWcyBoG1SZtBse_5Xu4OGmYg_SG-GZEMDxKIPfjHXDVA,8,8,26
NA1_5435473910,VIEHlc9Fm0VNIeQUKe1x5yT135mgxjTzEQoDhI6RhP9e8_htYpMbLKolkgEHJbcirh_RZCdUDwF0Ew,1,9,35
NA1_5435473910,_7P8R8IhbKcWWxbZX4WLcfnJHuWg9ip5O-rICj47WzMw2di2GfpTax6FxTbZP-LM3GDdbRvUj08_Ew,5,9,33
NA1_5435473910,BhWzaAsJDbkCTuQ4FYrwTjSiPSROYFKyTd5VhWEq-q0LGxXhZxg1uqiIfz6UvL-g_7PCqekLk9WIlQ,4,8,34
NA1_5435473910,pmotDrCwiTKBdvaGFlOEh0Z6D0E8aliz2dZN5N10H9e6fI5wuJZd7gSJ0QO7G-4Q1W1REt7dggxtLw,3,8,34
NA1_5435473910,9KuEe94UlJddqqoQ8st2qfszvb85p7tC4fz7IQ_4r8fh25Zr3jidDMQtPtpjopg8uIgkKjTIz-poNQ,7,9,26
NA1_5435473910,-gqJWeWIx8PPiWoWQeFxy3uo6O51sf8kqAczUUdInhcPbXuxatVyVfx8wBsIwdvkNu4zRqZAYJJY5Q,2,8,35
NA1_5435473910,m7r2ilpBUcZJGELZ09RQ9tVnxvRo2OvQ3Ylthup2eIUKe6ocIXSzBLfARUzES8q95y82eXBGSd6HVw,6,8,33
NA1_5435473910,a0G4WeNypXlfe2XavI3It4dzM3BhiTyXU9q1yd4gK5vRAO3p2XTmiC4w8_RVhMuGJwCaFW5qjpfFnw,8,8,26
NA1_5435707757,ppcXTc09D38R2s37HaUQ-mwfJOQYmRcuob4YJgnXD24QuDduzRdWpihYot9c6rsHLpFKu-AderZh4A,3,7,34
NA1_5435707757,_BRADYvJ5Vx0Uz_eJtZ6p-T7BiE_oVkMT-sFP72q747gXqW6d4iaWt_F4VNdinKbPNs-OhAOQh5gTQ,4,10,34
NA1_5435707757,KQvTs_uNAnsgRHy8KZ64kUmXJRX1-ZNYICHj79kY5D1ShF8dCcyHB8Nhk8VRKi40GQfQPsTPwJnEEQ,2,10,35
NA1_5435707757,Uj0zRjLPB29DVRM3UjYkx1Hw32UvVoj78yMRdgZvQRrr6YpWXEfWpw1jH-d1WuDO1VxmUUIBVwrc1A,6,9,27
NA1_5435707757,o2BUUSPa12LPqM5woGNjym7iflPOymLMeiKmIKeSr1FFqkOIRAeaU-BO4BGqF1t_KWG_z3RK45tnpA,1,10,35
NA1_5435707757,AtXbs_jpkOF1tDavmMVd4iY9ADWLaFN8J9PdsmGA_jb_a4SDwUq1BrHJVXjq821YDi__Ayd5Dr2FPw,8,9,26
NA1_5435707757,CPyXvImb8_2jzQY4n1GJiY3CPGK9IZyrdGaqNuK51Sib982x1JrOBighypnDkfB1N_N2IGTmKkyu8A,7,9,26
NA1_5435707757,KbsKfnaMJnewy55-WAxvqkfd0bKwiJJ96p6WByBjk79rSPK5EtsgEr7JiQ5S84xU-ZV9p3kqwvpeuA,5,9,28
NA1_5432612057,jT-QQgHSnCP6gIXcu_OvK-ZqHw0ltCM6OGq_CsmUzy4K_PvjyUz5fL1gNAoTSt-ceQ0MlloHOjUxEA,4,9,33
NA1_5432612057,QVt11eHWQOgrFmhSBE5kb_K3_P7ZEX_kD5ne9QS-F8lGECx1ZtX3AIkiW8Ukor_de6LfiWflhsJzSw,8,8,27
NA1_5432612057,exnihPwVai7-PMQPQXWxoRpaqPWMh1XUom4kGZt-h8nLfCGwEcZEi4yNNbwCNMUa0AotBN-SVJ30iQ,3,9,35
NA1_5432612057,0XDrr4BDQegF6nZ0aGwwG2KkJ9h8AkAkWAVM7JgtVdJa0GBZ9RCSy0YsmPyjJtI3az3d4__jGYuW8w,5,8,31
NA1_5432612057,iqQ0Z8iHrGaMsSgaGOEwTSo-g0fs1crX3N4IlFenPh6-N9sVaUUCdhHXnvsDab0-byy_uPcCLK4vFQ,6,8,30
NA1_5432612057,VT_tSyInhNOVRBku_QaH_U5wkvzDzHCdadnDFiuNO-6aQnJFDQqxlP6Q3sY7AK78NJILEW5mTXVa-w,2,10,38
NA1_5432612057,bl3ogFxqyoIwYWezwF6dGBgscI-ntsNzD1yMncu7CBVgAv1tE9rndgHEKJ4Gqf3fYorTsIvUvgHtqw,7,9,28
NA1_5432612057,DAfEmsEGWIGWNGbQ_wfBShtjnuwg2ZzL4n92wq_wTFZ7mWh0vGfWJMuxdICCJx6n6kMeBwf01SRibg,1,10,38
NA1_5435209480,P7BBMS3uGugdWm7FHr9flYZDwKiK3nWHEHMVNXH5GrW_KeOqVfeANSBurPvGVxcqfm8t2Zf4IHLRgg,5,8,27
NA1_5435209480,b3vmaWDte9IlzGxNs0K10QF_QXl1zvXOm4ySsA3LkSL_lZ11X5MhKf6-njWWsAqSHtkgoKuuOweSQg,2,10,40
NA1_5435209480,KkNbh3qx_HKTIjKwdc7dPbvB7Gv7XAuM7EsQHMmp4_df0chYayJnU3oQEwwS80B_vNlBhrbhBIIHMA,6,8,26
NA1_5435209480,n6qOejrd6zxGAXzqhYDr8YZ293BZ5_aAawvO0ua0-gmuVtcfshQiWFPVhIhOHF5mG-wFwBjXEfWsVw,7,9,26
NA1_5435209480,kyyzyPx-mbkya0QxEpAFsLBML8CZllSMrrZtE-xKhshet3kNsi52-g7ungTbO7aEKzLzTXKygUNVDA,3,9,31
NA1_5435209480,1KaDeXucgRiMvjURsE1d2q3Knr6KV5nogFVxyFLL5ezlqGXeZbiy-aNpacfSNVwhpRvggNbYzamQzQ,1,9,40
NA1_5435209480,P_NzY0-COKR-GXM0CSb0sIYvTHFC7eTbgk8UjsunCOFGJuXGJscJBR4_-m2E-aW9jTXUZcMx0UlSWg,4,9,28
NA1_5435209480,LAx0Rg1498bEAmcEFaQ0kkSZydoI-X6z8HsKexvrC73zGHT33PWGztQGUgWTD3yBF9uzcM06_VmcgQ,8,8,24
NA1_5434752175,IC65XUEYWbr4pXH2JG_w6V424iQCscRqJveOn5VGOmViUUauQNFaBiJxH5Gah-Bo_58_ELCzDY5Teg,1,10,34
NA1_5434752175,BKGKMH5o0hVKCxSPdG08csj646EdcI8uWU1KsRtf5y-FIjOzJtnuPNokPFZ9-K1nh-EahG22Mpbacw,4,9,33
NA1_5434752175,O4OemQSdDI1eN1oFGh772FE13YOXN3foq2bGcc-MuLe8o_qpYuAyvwFG0x3aUqpzARF8TI0X8tWBXA,6,9,30
NA1_5434752175,Qe0XDnIXPtEh0gAtlbxTmZr4L8Edh938MHWKJlkwTSwCc23pFBHcdB3VlYrcTeqOwjJ1rtqYxKeHuQ,5,9,31
NA1_5434752175,nfvOAPM8IeFJkmRKvw8MMFdD1xhI2aj97fGf9Pb3woCn8Jzxp4WRB83EwfyRpjWb54C_lz_gygJmsA,3,9,33
NA1_5434752175,q_SdJgYCQFRvdokd-sZNucx7MqfzRKK01N040pIfZXhkJdeGUTMN5Jk_yjO2byzn4_B7YTPWjkjCGA,7,9,30
NA1_5434752175,9rrM-o2VUpngPjTau3cDiDNQ_l31QB_-Po0negxgN9aR4HIycN5woTNoJu8EiXaznTjPGysUCpN_Cg,8,9,24
NA1_5434752175,A3axppFRTPtibl5o6vgO6TD9O608V5eOt4i09VtuR9D1SPBBFzn-0eG-Pi1wcv4V4LFSsEX8RIFD7g,2,9,34
NA1_5435509254,W_hgJIzcps2iWLlSwX2Ue2FWV9gRxBvAWBc-8wycGseB8dI3Fko36pKx2ptRsjHde5aPflAaAIGMQQ,2,9,35
NA1_5435509254,MuT2NLLId-_ZbocrIxFay7LYjxX1vKIBKUClt8yNG9_z_RqFtB1ksBKDFEjBkncK2APLuB1qyn-pJA,4,10,34
NA1_5435509254,yrVdwwA-E1ci8pynpLDUS1dk2Lg3FGAleJ2K_XJB-T8fmiIlUmkwvMATwg3mID9nu8GITi38vg8jjw,3,9,35
NA1_5435509254,YD9rye0blBEd2FoYVSGrO9sd8VfhF6Oik_75DQdJhTlOHdno-q-4mhDsrluzrsr53IJfg1N-JO1s7A,5,9,31
NA1_5435509254,Nw5aEx9p2Z78Fhc0Soth8IcXrcIEV2fBqkp5PwrMa9B7O17QdoNYgoG91FgfYtK8y13k6aX9j_ZiSQ,6,9,31
NA1_5435509254,v-Xfofpi1rCdoDotdLM_3w9_JDrv3p7bJ8o2nn0kMYlthT__i7FXfaDdIepmVbkOF_TTvrQiWOtDAQ,1,10,35
NA1_5435509254,nN9dpLUgi16axzeWMGca3pqVl6NRq2fw8Sl7Jj1gEUngLFcAOKvDuI-alQhGJo349h2K7VrmgWUE6w,7,8,26
NA1_5435509254,SrxGwMmp2OegzVaN6o6sKlVydBROGcQsEaucc77NGzKw5gkVB7yTgEpxpw6rI7x_rPdeXTAgL3UsWg,8,8,26
NA1_5431573461,1VlU3n5wOT5GyaZ6-UlZf7Wn5LT9t_xKw6oGea8hr6CDyQD5QoeVzMmQhdFM5uWWNaLrK__1GVjcEw,6,9,30
NA1_5431573461,N84xr4sdUdAzXAR8uPvSfN0U5cL-DKxgTYnKUuKbZdUQU5FSg3k6cB58zv-WixR8bxtDiKudk_ShxQ,5,8,31
NA1_5431573461,89xe1KZd-Qg7ulVifPqRroXNQj17eahEtdTKKhJ80xLz7poznPz1iEC3HXl-i_Vm0Arrrd-GpJ7C5Q,1,10,34
NA1_5431573461,CoEiTcbQxulNfvjz_kw4rf77q4KjcMI9E_JBf4Ei_Q6TCQ1JgE8Gf5ENwM6mD4_GYETPhfoQQW3VMQ,3,10,33
NA1_5431573461,j3fO_gBxMv6UiQSjRHkqukXLw5bcUjX07qyKibHq2AgWxJWXx5eITl8fP2EuDnrZsHOZphVUYT1KAg,7,8,28
NA1_5431573461,DQHtbw0rjE98qj6ndJHZF682vrH3sXzPqJXfmRphOJT8byvDxoG0bCCOBvdx1jByVOs_aWVnh-rMmA,4,8,31
NA1_5431573461,1Wh-WDrtJPEbogLGfEDws0yDfwvWFPt5Q8c8qvEnee-iXUj3ujLvrE_oScwQiTmml5Eqd4ON2mIDng,2,9,34
